;Wild type_1;dPANK/fbl_1;dPANK/fbl_2;Wild type_2;Wild type_3;Wild type_4;dPANK/fbl_3;dPANK/fbl_4;Wild type_5;dPANK/fbl_5;Kingdom;Phylum;Class;Order;Family;Genus;Species
cb3918022c3a942f69ed8281842c9883;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;
cbc065a32a5508657cea13b6a9d8da54;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;;;
cca9bcdbf44101e1c3f56e7d2fc38346;0;0;0;0;0;0;0;0;0;2;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;KF-JG30-B3;uncultured bacterium;uncultured bacterium
cdccf29bdf8c8428cca032ebab8353b0;0;0;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured;uncultured bacterium
cec6120ace6735f7c95d7534bdf33dc0;0;0;0;0;0;0;0;0;2;0;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;;
cf2eae12e000f7743b0fa12227db2ba4;0;2;0;2;0;2;1;0;0;2;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;Thauera;uncultured bacterium
d04b4123ba23c486c29c3f3e057f1bb5;0;0;0;1;0;1;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
d10d0161bf57b07bd06249494d73ac09;0;0;0;0;0;1;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Salinisphaera;uncultured bacterium
d297fb5e5c35261f90f05b5be7ced792;0;2;0;1;0;0;0;0;0;1;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas;uncultured gamma proteobacterium
d29e9cad8c8c76413bea7a62f27c1ead;0;5;0;2;1;2;0;2;4;3;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;;
d35305831e0961e61677ff256a76d8e9;0;0;0;0;0;0;0;2;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
d3a4d70b358f8459ecd0d261317ea6ef;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
d45b818883d2fa661fb3f427f6c0e8c5;0;0;0;0;0;1;1;2;0;1;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;
d478bd017b7c8bcc33b7f4b91d971b95;0;0;0;0;0;0;0;0;2;0;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera;uncultured bacterium
d4a4487470b8dc8007f24c291e0a1565;0;0;0;1;0;1;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;
d55836b779b7f7cba37cb5cbf5b24404;0;0;0;0;0;1;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
d5ecb0d356bf75e221cdc4b4aa85980d;0;2;0;0;0;0;0;0;0;0;Bacteria;Planctomycetes;OM190;uncultured microorganism;uncultured microorganism;uncultured microorganism;uncultured microorganism
d60b1c91e051641f6ea41f3931cae6ec;0;0;0;0;0;0;1;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;;
d6ac1cbc3019c305588229b913dc0843;0;0;0;0;0;0;1;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;
d7b157fb81abaebbb1c16bc14a731efd;0;0;0;0;0;1;0;0;0;0;Bacteria;Acidobacteria;Subgroup 6;metagenome;metagenome;metagenome;metagenome
d8d0b3af3a7e51476196474cebca015c;0;0;0;0;0;0;0;0;1;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
d93ef9522a7d0e0065cfff0ecb27a8ee;0;0;0;0;0;2;0;0;0;0;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinisphaeraceae;uncultured;uncultured bacterium
d9c1ebc74cb7840afeee42a16cfe064a;0;0;0;0;0;0;2;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacteraceae;Marinobacter;
daf621eb0bd9aeed3f18764c634302f8;0;0;0;1;0;0;0;0;2;0;Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Solimonadaceae;uncultured;uncultured bacterium
dbc74d6481261d1ad05d1a475a90e11b;0;0;0;0;0;0;1;0;0;0;Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;;
dc82c140611fccc63e5be4ce7f9d7113;0;2;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Gilliamella;Gilliamella apicola
dcbdcd3b31d3c5bf8937057b779c5c74;0;0;0;0;1;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;uncultured bacterium
dd07cd2455da4f5f5a4b575b6cc85df3;0;0;0;0;2;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;
ddbcad3adf945a3d0af617f2c59c6e01;0;0;0;0;0;0;0;2;0;0;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;uncultured bacterium
de24dcad340c6f34c741ed64518eaa9a;0;0;0;0;0;3;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
dfd13a575d84bec971eb510c99155523;0;0;0;0;0;0;2;0;3;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
dfe80c883569d5d6364ba814330be157;0;3;0;0;0;0;1;3;1;1;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;;
e0791fbec44c07412d1ded799e0ffb18;0;0;0;3;0;0;0;0;0;0;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;
e0ddd6b540af5ea76e29f1c40e315d4e;0;0;0;0;0;0;0;1;0;0;Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Gottschalkia;uncultured bacterium
e120b61bd9fa304c07d0c710210f85ca;0;0;0;1;0;0;0;0;0;0;Bacteria;Acidobacteria;Subgroup 17;metagenome;metagenome;metagenome;metagenome
e27122cc259ae42d1e4361d159e6bd71;0;0;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Marinobacterium;
e2a3c423ee0467d8a75ecad9caf49a7c;0;2;0;0;0;0;0;0;0;0;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;uncultured bacterium
e3c86f94b78d17df36ba8a653412ec7b;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;uncultured marine bacterium
e4a8bae3a44d698b5b46da29c1948e0f;0;2;0;0;0;0;0;0;0;0;Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);Blastocatellales;Blastocatellaceae;Blastocatella;uncultured bacterium
e519f9a61170852589c9dd0a40b0455e;0;0;0;0;0;0;1;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;uncultured bacterium
e7b7e6b5ffc9db7ddcc00d62386a44c0;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;
e9c31727ebec5aeeba75aa0232fa0a2c;0;0;0;0;0;0;0;0;0;1;Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;uncultured Nitrospirae bacterium
e9e9d687b01989741cfe96935aad93d4;0;0;0;0;0;0;0;0;0;1;Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;
ea58ba86adf4d820b858783f7f6bc594;0;0;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
eae75507dd7e4acf0752a0a660035877;0;0;0;0;0;0;0;0;1;0;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;;
ebf7d94652d7664458d7bb46a6eb3197;0;3;0;1;0;2;0;0;0;3;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
ecdacbfb146b1d0c7cddb966e4505bc6;0;0;0;0;0;0;1;0;0;0;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfopila;uncultured bacterium
ed0e4a0185c596afb88978476ec19fac;0;0;0;0;0;0;0;0;0;1;Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;uncultured Acidobacteria bacterium
f0d0622a870b872e16d52d3a15876159;0;0;0;0;0;3;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
f118255340be51bd32913bd392395414;0;0;0;1;0;0;0;1;1;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Rhodoferax;
f181095a8b27eaaa2a26293f6016d913;0;0;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;
f20a47a0d44306fb2246bf2475b1787f;0;0;0;0;0;2;0;0;0;0;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;uncultured bacterium
f372cfe4d0921f95b2c9e79b14c487c9;0;0;0;0;1;1;0;2;0;0;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;;
f55a05fd4d9e831001f4a2d42a39b8dd;0;0;0;0;0;0;1;0;0;0;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
f5ca66e9350644f359d7091317aa1488;0;0;0;0;1;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
f64f8b31d50c5ab0549c543b5824629d;0;0;0;0;2;0;0;2;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus;
f756f8aeebd79f81921321e5177b6c45;0;0;0;0;0;0;0;1;0;0;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquibacter;uncultured bacterium
f91149578436844462e60539517665a8;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;
fc79f054baea91d7b1559ed6c957c209;0;2;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;;
fd0d03d50195c2dd81fb77865e88161d;0;0;0;2;1;5;1;4;2;3;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Leptothrix;uncultured bacterium
ff45e3a525afe64bc6c43ea25c075a58;0;0;0;2;0;1;0;0;1;0;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;uncultured bacterium
ff56aab72958f466a0cb305538683360;0;0;0;0;0;0;2;0;0;0;Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
